code,name,price,category,brand,cpu1,cpu2,cpu3,ram,disk,vga1,vga2,screen1,screen2,design,size,release,rating,img,full_name
220042001322,Laptop,28990000, Laptop , Lenovo ,i5,1135G7,2.4GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242))",Card tích hợp,Intel Iris Xe,"13.3""",QHD (2560 x 1600),Mặt lưng Carbon - Chiếu nghỉ tay bằng Nhôm Magie,Dài 295.88 mm - Rộng 208.85 mm - Dày 15 mm - Nặng 0.966 kg,Dài 295.88 mm - Rộng 208.85 mm - Dày 15 mm - Nặng 0.966 kg,2.4,https://cdn.tgdd.vn/Products/Images/44/234365/Slider/lenovo-yoga-slim-7-carbon-13itl5-i5-82ev0016vn-03-800x444.jpg,"Laptop  Lenovo  i5 1135G7 2.4GHz 16 GB Card tích hợp Intel Iris Xe 13.3"" QHD (2560 x 1600)"
220042001805,Laptop,30690000, Laptop , Asus ,i7,1165G7,2.8GHz,16 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),Vỏ kim loại nguyên khối,Dài 319 mm - Rộng 208 mm - Dày 13.9 mm - Nặng 1.17 kg,Dài 319 mm - Rộng 208 mm - Dày 13.9 mm - Nặng 1.17 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/268667/Slider/vi-vn-asus-zenbook-ux425e-i7-ki843w-3.jpg,"Laptop  Asus  i7 1165G7 2.8GHz 16 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001825,Laptop,28990000, Laptop , Acer ,i5,11320H,3.2GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050 4GB,"16.1""",Full HD (1920 x 1080),Vỏ kim loại,Dài 367.8 mm - Rộng 236.1 mm - Dày 18.9 mm - Nặng 1.9 kg,Dài 367.8 mm - Rộng 236.1 mm - Dày 18.9 mm - Nặng 1.9 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/269314/Slider/vi-vn-acer-swift-x-sfx16-51g-516q-i5-nxayksv002-3.jpg,"Laptop  Acer  i5 11320H 3.2GHz 16 GB Card rời RTX 3050 4GB 16.1"" Full HD (1920 x 1080)"
220042001668,Laptop,28990000, Laptop , Lenovo ,i5,1135G7,2.4GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,13 inch,WQHD (2160x1350),Vỏ kim loại,Dài 297.4 mm - Rộng 207.4 mm - Dày 9.19 mm - Nặng 1.1683 kg,Dài 297.4 mm - Rộng 207.4 mm - Dày 9.19 mm - Nặng 1.1683 kg,4.5,https://cdn.tgdd.vn/Products/Images/44/255562/Slider/vi-vn-lenovo-yoga-duet-7-13itl6-i5-82ma000pvn-3.jpg,Laptop  Lenovo  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 13 inch WQHD (2160x1350)
220042001480,Laptop,29990000, Laptop , Acer ,i7,11800H,2.30 GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050Ti 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/247240/Slider/vi-vn-acer-nitro-5-gaming-an515-57-74nu-i7-nhqd9sv001-2.jpg,"Laptop  Acer  i7 11800H 2.30 GHz 8 GB Card rời RTX 3050Ti 4GB 15.6"" Full HD (1920 x 1080)"
220042001481,Laptop,29990000, Laptop , Acer ,i7,11800H,2.30 GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,RTX 3050Ti 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,3.1,https://cdn.tgdd.vn/Products/Images/44/247243/Slider/acer-nitro-gaming-an515-57-727j-i7-nhqd9sv005-250721-0326472.jpg,"Laptop  Acer  i7 11800H 2.30 GHz 8 GB Card rời RTX 3050Ti 4GB 15.6"" Full HD (1920 x 1080)"
220042001835,Laptop,29990000, Laptop , HP ,i7,1165G7,2.8GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"13.3""",Full HD (1920 x 1080),Vỏ kim loại,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.4 mm - Nặng 1.33 kg,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.4 mm - Nặng 1.33 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/269457/Slider/vi-vn-hp-envy-x360-13-bd0528tu-i7-4y0y3pa-3.jpg,"Laptop  HP  i7 1165G7 2.8GHz 8 GB Card tích hợp Intel Iris Xe 13.3"" Full HD (1920 x 1080)"
220042001550,Laptop,28490000, Laptop , Asus ,i7,11800H,2.30 GHz,8 GB,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB),Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa - nắp lưng bằng kim loại,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,5.0,https://cdn.tgdd.vn/Products/Images/44/249947/Slider/vi-vn-asus-tuf-gaming-fx506hcb-i7-hn141t-3.jpg,"Laptop  Asus  i7 11800H 2.30 GHz 8 GB Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001701,Laptop,28990000, Laptop , Dell ,Ryzen 5,5600H,3.3GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB (2280) / 1TB (2230))",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 357.26 mm - Rộng 272.11 mm - Dày 26.9 mm - Nặng 2.8 kg,Dài 357.26 mm - Rộng 272.11 mm - Dày 26.9 mm - Nặng 2.8 kg,5.0,https://cdn.tgdd.vn/Products/Images/44/260171/Slider/vi-vn-dell-gaming-g15-5515-r5-p105f004dgr-3.jpg,"Laptop  Dell  Ryzen 5 5600H 3.3GHz 16 GB Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001669,Laptop,29890000, Laptop , HP ,i7,1165G7,2.8GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"13.3""",Full HD (1920 x 1080),Vỏ kim loại nguyên khối,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.9 mm - Nặng 1.236 kg,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.9 mm - Nặng 1.236 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/256218/Slider/vi-vn-hp-envy-13-ba1535tu-i7-4u6m4pa-3.jpg,"Laptop  HP  i7 1165G7 2.8GHz 8 GB Card tích hợp Intel Iris Xe 13.3"" Full HD (1920 x 1080)"
220042001852,Laptop,28990000, Laptop , HP ,i7,11800H,2.30 GHz,8 GB,512 GB SSD NVMe PCIe,Card rời,GTX 1650 4GB,"16.1""",Full HD (1920 x 1080),Vỏ nhựa,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/270094/Slider/vi-vn-hp-gaming-victus-16-d0200tx-i7-4r0u2pa-3.jpg,"Laptop  HP  i7 11800H 2.30 GHz 8 GB Card rời GTX 1650 4GB 16.1"" Full HD (1920 x 1080)"
220042001757,Laptop,37990000, Laptop , Intel ,i7,1165G7,2.8GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp,Intel Iris Xe,"15.6""",Full HD (1920 x 1080),Vỏ kim loại,Dài 355 mm - Rộng 230 mm - Dày 14.9 mm - Nặng 1.65 kg,Dài 355 mm - Rộng 230 mm - Dày 14.9 mm - Nặng 1.65 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/265022/Slider/vi-vn-intel-nuc-m15-i7-bbc710bcuxbc1-4.jpg,"Laptop  Intel  i7 1165G7 2.8GHz 16 GB Card tích hợp Intel Iris Xe 15.6"" Full HD (1920 x 1080)"
220042001585,Laptop,29990000, Laptop , GIGABYTE ,i5,11400H,2.7GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050Ti 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 361 mm - Rộng 258 mm - Dày 24.9 mm - Nặng 2.03 kg,Dài 361 mm - Rộng 258 mm - Dày 24.9 mm - Nặng 2.03 kg,5.0,https://cdn.tgdd.vn/Products/Images/44/250443/Slider/vi-vn-gigabyte-gaming-g5-i5-md51s1123sh-2.jpg,"Laptop  GIGABYTE  i5 11400H 2.7GHz 16 GB Card rời RTX 3050Ti 4GB 15.6"" Full HD (1920 x 1080)"
220042001584,Laptop,29990000, Laptop , GIGABYTE ,i5,10500H,2.5GHz,16 GB,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB),Card rời,RTX 3060 6GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 361 mm - Rộng 258 mm - Dày 24.9 mm - Nặng 2.2 kg,Dài 361 mm - Rộng 258 mm - Dày 24.9 mm - Nặng 2.2 kg,5.0,https://cdn.tgdd.vn/Products/Images/44/251426/Slider/vi-vn-gigabyte-gaming-g5-i5-5s11130sh-3.jpg,"Laptop  GIGABYTE  i5 10500H 2.5GHz 16 GB Card rời RTX 3060 6GB 15.6"" Full HD (1920 x 1080)"
220042001864,Laptop,28990000, Laptop , HP ,i5,11400H,2.7GHz,8 GB,512 GB SSD NVMe PCIe,Card rời,RTX 3050Ti 4GB,"16.1""",Full HD (1920 x 1080),Vỏ nhựa,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/270154/Slider/vi-vn-hp-gaming-victus-16-d0202tx-i5-4r0u4pa-3.jpg,"Laptop  HP  i5 11400H 2.7GHz 8 GB Card rời RTX 3050Ti 4GB 16.1"" Full HD (1920 x 1080)"
220042001860,Laptop,28890000, Laptop , Lenovo ,i7,1165G7,2.8GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242))",Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),Vỏ kim loại,Dài 320 mm - Rộng 216 mm - Dày 16.9 mm - Nặng 1.5 kg,Dài 320 mm - Rộng 216 mm - Dày 16.9 mm - Nặng 1.5 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/270144/Slider/vi-vn-lenovo-thinkbook-14s-yoga-itl-i7-20we007pvn-3.jpg,"Laptop  Lenovo  i7 1165G7 2.8GHz 8 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001769,Laptop,28990000, Laptop , Lenovo ,i7,1165G7,2.8GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),Vỏ kim loại,Dài 320.6 mm - Rộng 208.18 mm - Dày 14.9 mm - Nặng 1.36 kg,Dài 320.6 mm - Rộng 208.18 mm - Dày 14.9 mm - Nặng 1.36 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/265803/Slider/vi-vn-lenovo-yoga-slim-7-14itl05-i7-82a300ldvn-3.jpg,"Laptop  Lenovo  i7 1165G7 2.8GHz 8 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001902,Laptop,27990000, Laptop , Lenovo ,i5,11300H,3.1GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242))",Card rời,MX450 2GB,"16""",WQXGA (2560 x 1600),Vỏ kim loại,Dài 356 mm - Rộng 251 mm - Dày 18.4 mm - Nặng 1.9 kg,Dài 356 mm - Rộng 251 mm - Dày 18.4 mm - Nặng 1.9 kg,0.0,//cdn.tgdd.vn/Products/Images/44/271783/lenovo-ideapad-5-pro-16ihu6-i5-82l9004xvn-3.jpg,"Laptop  Lenovo  i5 11300H 3.1GHz 16 GB Card rời MX450 2GB 16"" WQXGA (2560 x 1600)"
220042001616,Laptop,28990000, Laptop , Acer ,i5,11400H,2.7GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,4.7,https://cdn.tgdd.vn/Products/Images/44/251998/Slider/vi-vn-acer-nitro-5-an515-57-54af-i5-nhqensv004-3.jpg,"Laptop  Acer  i5 11400H 2.7GHz 16 GB Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001695,Laptop,28990000, Laptop , Acer ,i7,11800H,2.30 GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,4.3,https://cdn.tgdd.vn/Products/Images/44/260054/Slider/vi-vn-acer-nitro-5-gaming-an515-57-71vv-i7-nhqensv005-3.jpg,"Laptop  Acer  i7 11800H 2.30 GHz 8 GB Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001770,Laptop,28490000, Laptop , Lenovo ,i7,1165G7,2.8GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242))",Card rời,MX450 2GB,"14""",2.2K (2240x1400),Vỏ kim loại,Dài 312.2 mm - Rộng 221 mm - Dày 17.99 mm - Nặng 1.41 kg,Dài 312.2 mm - Rộng 221 mm - Dày 17.99 mm - Nặng 1.41 kg,4.0,//cdn.tgdd.vn/Products/Images/44/265804/lenovo-ideapad-5-pro-14itl6-i7-82l30093vn-3-1.jpg,"Laptop  Lenovo  i7 1165G7 2.8GHz 16 GB Card rời MX450 2GB 14"" 2.2K (2240x1400)"
220042001666,Laptop,27990000, Laptop , Lenovo ,i7,1165G7,2.8GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),Vỏ kim loại,Dài 320.6 mm - Rộng 208.18 mm - Dày 14.9 mm - Nặng 1.36 kg,Dài 320.6 mm - Rộng 208.18 mm - Dày 14.9 mm - Nặng 1.36 kg,3.8,https://cdn.tgdd.vn/Products/Images/44/255560/Slider/vi-vn-lenovo-yoga-slim-7-14itl05-i7-82a300dqvn-3.jpg,"Laptop  Lenovo  i7 1165G7 2.8GHz 8 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001279,Laptop,28490000, Laptop , MacBook ,Apple M1,,,8 GB,256 GB SSD,Card tích hợp,7 nhân GPU,"13.3""",Retina (2560 x 1600),Vỏ kim loại nguyên khối,Dài 304.1 mm - Rộng 212.4 mm - Dày 4.1 mm đến 16.1 mm - Nặng 1.29 kg,Dài 304.1 mm - Rộng 212.4 mm - Dày 4.1 mm đến 16.1 mm - Nặng 1.29 kg,4.2,https://cdn.tgdd.vn/Products/Images/44/231244/Slider/apple-macbook-air-2020-mgn63saa-291120-0227360.jpg,"Laptop  MacBook  Apple M1   8 GB Card tích hợp 7 nhân GPU 13.3"" Retina (2560 x 1600)"
220042001706,Laptop,26590000, Laptop , Asus ,Ryzen 5,5600H,3.3GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080) OLED,Vỏ nhựa - nắp lưng bằng kim loại,Dài 359.8 mm - Rộng 235.3 mm - Dày 19.9 mm - Nặng 1.65 kg,Dài 359.8 mm - Rộng 235.3 mm - Dày 19.9 mm - Nặng 1.65 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/260292/Slider/vi-vn-asus-vivobook-pro-15-oled-m3500qc-r5-l1105t-2.jpg,"Laptop  Asus  Ryzen 5 5600H 3.3GHz 8 GB Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080) OLED"
220042001690,Laptop,27990000, Laptop , Asus ,i5,1135G7,2.4GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"13.3""",Full HD (1920 x 1080) OLED,Vỏ kim loại nguyên khối,Dài 305 mm - Rộng 211 mm - Dày từ 11.9 mm đến 13.9 mm - Nặng 1.3 kg,Dài 305 mm - Rộng 211 mm - Dày từ 11.9 mm đến 13.9 mm - Nặng 1.3 kg,5.0,https://cdn.tgdd.vn/Products/Images/44/259620/Slider/vi-vn-asus-zenbook-flip-ux363ea-i5-hp726w-3.jpg,"Laptop  Asus  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 13.3"" Full HD (1920 x 1080) OLED"
220042001915,Laptop,26990000, Laptop , Lenovo ,i5,1135G7,2.4GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242))",Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),Vỏ kim loại,Dài 320 mm - Rộng 216 mm - Dày 16.9 mm - Nặng 1.5 kg,Dài 320 mm - Rộng 216 mm - Dày 16.9 mm - Nặng 1.5 kg,0.0,//cdn.tgdd.vn/Products/Images/44/273064/lenovo-thinkbook-14s-yoga-itl-i5-20we007nvn-3.jpg,"Laptop  Lenovo  i5 1135G7 2.4GHz 16 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001689,Laptop,27990000, Laptop , Asus ,i5,1135G7,2.4GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"13.3""",Full HD (1920 x 1080) OLED,Vỏ kim loại nguyên khối,Dài 305 mm - Rộng 211 mm - Dày từ 11.9 mm đến 13.9 mm - Nặng 1.3 kg,Dài 305 mm - Rộng 211 mm - Dày từ 11.9 mm đến 13.9 mm - Nặng 1.3 kg,4.5,https://cdn.tgdd.vn/Products/Images/44/259617/Slider/vi-vn-asus-zenbook-flip-ux363ea-i5-hp532t-3.jpg,"Laptop  Asus  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 13.3"" Full HD (1920 x 1080) OLED"
220042001555,Laptop,25990000, Laptop , Asus ,i5,11400H,2.7GHz,8 GB,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB),Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa - nắp lưng bằng kim loại,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,3.2,https://cdn.tgdd.vn/Products/Images/44/250456/Slider/vi-vn-asus-tuf-gaming-fx506hcb-i5-hn139t-3.jpg,"Laptop  Asus  i5 11400H 2.7GHz 8 GB Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001760,Laptop,26990000, Laptop , HP ,i5,11400H,2.7GHz,8 GB,512 GB SSD NVMe PCIe,Card rời,RTX 3050 4GB,"16.1""",Full HD (1920 x 1080),Vỏ nhựa,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/265442/Slider/vi-vn-hp-gaming-victus-16-d0204tx-i5-4r0u5pa-4.jpg,"Laptop  HP  i5 11400H 2.7GHz 8 GB Card rời RTX 3050 4GB 16.1"" Full HD (1920 x 1080)"
220042001774,Laptop,26790000, Laptop , Lenovo ,i7,1165G7,2.8GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242))",Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),Vỏ kim loại,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/265968/Slider/vi-vn-lenovo-thinkbook-14s-g2-itl-i7-20va003rvn-3.jpg,"Laptop  Lenovo  i7 1165G7 2.8GHz 8 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001700,Laptop,25990000, Laptop , Dell ,Ryzen 5,5600H,3.3GHz,8 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB (2280) / 1TB (2230))",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 357.26 mm - Rộng 272.11 mm - Dày 26.9 mm - Nặng 2.8 kg,Dài 357.26 mm - Rộng 272.11 mm - Dày 26.9 mm - Nặng 2.8 kg,3.0,https://cdn.tgdd.vn/Products/Images/44/260170/Slider/vi-vn-dell-gaming-g15-5515-r5-p105f004cgr-3.jpg,"Laptop  Dell  Ryzen 5 5600H 3.3GHz 8 GB Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001814,Laptop,26490000, Laptop , HP ,Ryzen 5,5600H,3.3GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050Ti 4GB,"16.1""",Full HD (1920 x 1080),Vỏ nhựa,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/269041/Slider/vi-vn-hp-gaming-victus-16-e0179ax-r5-4r0v0pa-3.jpg,"Laptop  HP  Ryzen 5 5600H 3.3GHz 8 GB Card rời RTX 3050Ti 4GB 16.1"" Full HD (1920 x 1080)"
220042001355,Laptop,25990000, Laptop , Dell ,i7,1165G7,2.8GHz,8 GB,512 GB SSD NVMe PCIe,Card rời,MX330 2GB,"14""",Full HD (1920 x 1080),Dài 328.7 mm - Rộng 239.5 mm - Dày 19.9 mm - Nặng 1.64 kg,2020,2020,3.5,https://cdn.tgdd.vn/Products/Images/44/235655/Slider/vi-vn-dell-vostro-3400-i7-v4i7015w-3.jpg,"Laptop  Dell  i7 1165G7 2.8GHz 8 GB Card rời MX330 2GB 14"" Full HD (1920 x 1080)"
220042001797,Laptop,25990000, Laptop , Dell ,i7,1165G7,2.8GHz,8 GB,512 GB SSD NVMe PCIe,Card rời,MX330 2GB,"14""",Full HD (1920 x 1080),Dài 328.7 mm - Rộng 239.5 mm - Dày 19.9 mm - Nặng 1.64 kg,2021,2021,0.0,https://cdn.tgdd.vn/Products/Images/44/267557/Slider/vi-vn-dell-vostro-3400-i7-v4i7015w1-3.jpg,"Laptop  Dell  i7 1165G7 2.8GHz 8 GB Card rời MX330 2GB 14"" Full HD (1920 x 1080)"
220042001708,Laptop,25490000, Laptop , MSI ,Ryzen 7,5800H,3.2GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,RX 5500M 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 359 mm - Rộng 259 mm - Dày 24.95 mm - Nặng 2.35 kg,Dài 359 mm - Rộng 259 mm - Dày 24.95 mm - Nặng 2.35 kg,1.0,https://cdn.tgdd.vn/Products/Images/44/260352/Slider/vi-vn-msi-gaming-bravo-15-b5dd-r7-278vn-3.jpg,"Laptop  MSI  Ryzen 7 5800H 3.2GHz 8 GB Card rời RX 5500M 4GB 15.6"" Full HD (1920 x 1080)"
220042001891,Laptop,25990000, Laptop , Lenovo ,Ryzen 5,5600H,3.3GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp,Radeon,"14""",2.2K (2240x1400),Vỏ kim loại,Dài 312 mm - Rộng 216 mm - Dày 17.6 mm - Nặng 1.4 kg,Dài 312 mm - Rộng 216 mm - Dày 17.6 mm - Nặng 1.4 kg,0.0,//cdn.tgdd.vn/Products/Images/44/271087/lenovo-thinkbook-14p-g2-ach-r5-20yn001fvn-3.jpg,"Laptop  Lenovo  Ryzen 5 5600H 3.3GHz 16 GB Card tích hợp Radeon 14"" 2.2K (2240x1400)"
220042001871,Laptop,26290000, Laptop , HP ,i5,1135G7,2.4GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"13.3""",Full HD (1920 x 1080),Vỏ kim loại,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.4 mm - Nặng 1.237 kg,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.4 mm - Nặng 1.237 kg,0.0,//cdn.tgdd.vn/Products/Images/44/270396/hp-envy-x360-13-bd0530tu-i5-4y0y4pa-3.jpg,"Laptop  HP  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 13.3"" Full HD (1920 x 1080)"
220042001846,Laptop,25490000, Laptop , Asus ,i5,11400H,2.7GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 359 mm - Rộng 256 mm - Dày 24.5 mm - Nặng 2.3 kg,Dài 359 mm - Rộng 256 mm - Dày 24.5 mm - Nặng 2.3 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/269834/Slider/vi-vn-asus-tuf-gaming-fx506hcb-i5-hn144w-2.jpg,"Laptop  Asus  i5 11400H 2.7GHz 8 GB Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001792,Laptop,25390000, Laptop , Surface ,i5,1035G4,1.1GHz,8 GB,256 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Plus,"12.3""",2K,Kim loại Magie,Dài 201 mm - Rộng 292 mm - Dày 8.5 mm - Nặng 0.775 kg,Dài 201 mm - Rộng 292 mm - Dày 8.5 mm - Nặng 0.775 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/266905/Slider/vi-vn-surface-pro-7-i5-puv00001-3.jpg,"Laptop  Surface  i5 1035G4 1.1GHz 8 GB Card tích hợp Intel Iris Plus 12.3"" 2K"
