code,name,price,category,brand,cpu1,cpu2,cpu3,ram,oCung,cardManHinh1,cardManHinh2,manHinh1,manHinh2,congKetNoi1,congKetNoi2,thietKe,kichThuoc,thoiGianRaMat,rating,full_name
220042001786, Laptop,27290000, Laptop , Dell ,i5,1155G7,2.5GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,MX350 2GB,"14""",Full HD (1920 x 1080),2 x USB 3.2,HDMI,Vỏ nhựa - nắp lưng bằng kim loại,Dài 321.5 mm - Rộng 211.35 mm - Dày 18 mm - Nặng 1.65 kg,Dài 321.5 mm - Rộng 211.35 mm - Dày 18 mm - Nặng 1.65 kg,0," Laptop  Dell  i5 1155G7 2.5GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card rời MX350 2GB 14"" Full HD (1920 x 1080)"
220042001699, Laptop,26990000, Laptop , GIGABYTE ,i5,11400H,2.7GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),2 x USB 3.2,HDMI,Vỏ nhựa,Dài 361 mm - Rộng 258 mm - Dày 24.9 mm - Nặng 2.2 kg,Dài 361 mm - Rộng 258 mm - Dày 24.9 mm - Nặng 2.2 kg,0," Laptop  GIGABYTE  i5 11400H 2.7GHz 16 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001760, Laptop,26990000, Laptop , HP ,i5,11400H,2.7GHz,8 GB,512 GB SSD NVMe PCIe,Card rời,RTX 3050 4GB,"16.1""",Full HD (1920 x 1080),3x SuperSpeed USB A,HDMI,Vỏ nhựa,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,0," Laptop  HP  i5 11400H 2.7GHz 8 GB 512 GB SSD NVMe PCIe Card rời RTX 3050 4GB 16.1"" Full HD (1920 x 1080)"
220042001614, Laptop,26990000, Laptop , GIGABYTE ,i5,11400H,2.7GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),2 x USB 3.2,HDMI,Vỏ nhựa,Dài 361 mm - Rộng 258 mm - Dày 24.9 mm - Nặng 2.2 kg,Dài 361 mm - Rộng 258 mm - Dày 24.9 mm - Nặng 2.2 kg,2," Laptop  GIGABYTE  i5 11400H 2.7GHz 16 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001774, Laptop,26790000, Laptop , Lenovo ,i7,1165G7,2.8GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242))",Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),2 x USB 3.2,HDMI,Vỏ kim loại,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,0," Laptop  Lenovo  i7 1165G7 2.8GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242)) Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001706, Laptop,26590000, Laptop , Asus ,Ryzen 5,5600H,3.3GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080) OLED,1 x USB 3.2,2 x USB 2.0,Vỏ nhựa - nắp lưng bằng kim loại,Dài 359.8 mm - Rộng 235.3 mm - Dày 19.9 mm - Nặng 1.65 kg,Dài 359.8 mm - Rộng 235.3 mm - Dày 19.9 mm - Nặng 1.65 kg,0," Laptop  Asus  Ryzen 5 5600H 3.3GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB) Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080) OLED"
220042001617, Laptop,26490000, Laptop , Acer ,i5,11400H,2.7GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),3 x USB 3.2,HDMI,Vỏ nhựa,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,4," Laptop  Acer  i5 11400H 2.7GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001871, Laptop,26290000, Laptop , HP ,i5,1135G7,2.4GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"13.3""",Full HD (1920 x 1080),2 x USB 3.1,Jack tai nghe 3.5 mm,Vỏ kim loại,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.4 mm - Nặng 1.237 kg,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.4 mm - Nặng 1.237 kg,0," Laptop  HP  i5 1135G7 2.4GHz 8 GB 512 GB SSD NVMe PCIe Card tích hợp Intel Iris Xe 13.3"" Full HD (1920 x 1080)"
220042001700, Laptop,25990000, Laptop , Dell ,Ryzen 5,5600H,3.3GHz,8 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB (2280) / 1TB (2230))",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),1 x USB 3.2,2 x USB 2.0,Vỏ nhựa,Dài 357.26 mm - Rộng 272.11 mm - Dày 26.9 mm - Nặng 2.8 kg,Dài 357.26 mm - Rộng 272.11 mm - Dày 26.9 mm - Nặng 2.8 kg,3," Laptop  Dell  Ryzen 5 5600H 3.3GHz 8 GB 256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB (2280) / 1TB (2230)) Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001797, Laptop,25990000, Laptop , Dell ,i7,1165G7,2.8GHz,8 GB,512 GB SSD NVMe PCIe,Card rời,MX330 2GB,"14""",Full HD (1920 x 1080),2 x USB 3.2,HDMI,Dài 328.7 mm - Rộng 239.5 mm - Dày 19.9 mm - Nặng 1.64 kg,2021,2021,0," Laptop  Dell  i7 1165G7 2.8GHz 8 GB 512 GB SSD NVMe PCIe Card rời MX330 2GB 14"" Full HD (1920 x 1080)"
220042001526, Laptop,25990000, Laptop , Acer ,i5,11400H,2.7GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),3 x USB 3.2,HDMI,Vỏ nhựa,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,0," Laptop  Acer  i5 11400H 2.7GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001846, Laptop,25990000, Laptop , Asus ,i5,11400H,2.7GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),3 x USB 3.2,HDMI,Vỏ nhựa,Dài 359 mm - Rộng 256 mm - Dày 24.5 mm - Nặng 2.3 kg,Dài 359 mm - Rộng 256 mm - Dày 24.5 mm - Nặng 2.3 kg,0," Laptop  Asus  i5 11400H 2.7GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001777, Laptop,25990000, Laptop , HP ,Ryzen 5,5600U,2.30 GHz,8 GB,256 GB SSD NVMe PCIe,Card tích hợp,Radeon,"13.3""",Full HD (1920 x 1080),2x SuperSpeed USB A,Jack tai nghe 3.5 mm,Vỏ kim loại,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.4 mm - Nặng 1.3 kg,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.4 mm - Nặng 1.3 kg,0," Laptop  HP  Ryzen 5 5600U 2.30 GHz 8 GB 256 GB SSD NVMe PCIe Card tích hợp Radeon 13.3"" Full HD (1920 x 1080)"
220042001708, Laptop,25490000, Laptop , MSI ,Ryzen 7,5800H,3.2GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,RX 5500M 4GB,"15.6""",Full HD (1920 x 1080),2 x USB 3.2,HDMI,Vỏ nhựa,Dài 359 mm - Rộng 259 mm - Dày 24.95 mm - Nặng 2.35 kg,Dài 359 mm - Rộng 259 mm - Dày 24.95 mm - Nặng 2.35 kg,1," Laptop  MSI  Ryzen 7 5800H 3.2GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB) Card rời RX 5500M 4GB 15.6"" Full HD (1920 x 1080)"
220042001829, Laptop,25490000, Laptop , MSI ,i5,11400H,2.7GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),3 x USB 3.2,HDMI,Vỏ nhựa - nắp lưng bằng kim loại,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,0," Laptop  MSI  i5 11400H 2.7GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB) Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001792, Laptop,25390000, Laptop , Surface ,i5,1035G4,1.1GHz,8 GB,256 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Plus,"12.3""",2K,1 x Surface Connect,Jack tai nghe 3.5 mm,Kim loại Magie,Dài 201 mm - Rộng 292 mm - Dày 8.5 mm - Nặng 0.775 kg,Dài 201 mm - Rộng 292 mm - Dày 8.5 mm - Nặng 0.775 kg,0," Laptop  Surface  i5 1035G4 1.1GHz 8 GB 256 GB SSD NVMe PCIe Card tích hợp Intel Iris Plus 12.3"" 2K"
220042001834, Laptop,24990000, Laptop , HP ,i5,1135G7,2.4GHz,8 GB,256 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"13.3""",Full HD (1920 x 1080),2x SuperSpeed USB A,Jack tai nghe 3.5 mm,Vỏ kim loại,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.4 mm - Nặng 1.33 kg,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.4 mm - Nặng 1.33 kg,0," Laptop  HP  i5 1135G7 2.4GHz 8 GB 256 GB SSD NVMe PCIe Card tích hợp Intel Iris Xe 13.3"" Full HD (1920 x 1080)"
220042001801, Laptop,24790000, Laptop , Asus ,i5,1135G7,2.4GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp,Intel Iris Xe,"13.3""",Full HD (1920 x 1080) OLED,1 x USB 3.2,2 x Thunderbolt 4 USB-C,Vỏ kim loại nguyên khối,Dài 304.2 mm - Rộng 203 mm - Dày 13.9 mm - Nặng 1.14 kg,Dài 304.2 mm - Rộng 203 mm - Dày 13.9 mm - Nặng 1.14 kg,0," Laptop  Asus  i5 1135G7 2.4GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card tích hợp Intel Iris Xe 13.3"" Full HD (1920 x 1080) OLED"
220042001534, Laptop,24690000, Laptop , Dell ,i5,1135G7,2.4GHz,DDR4 2 khe (1 khe 8GB + 1 khe rời),"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp,Intel Iris Xe,"15.6""",Full HD (1920 x 1080),2 x USB 3.2,HDMI,Vỏ nhựa,Dài 361 mm - Rộng 240.9 mm - Dày 18 mm - Nặng 1.79 Kg,Dài 361 mm - Rộng 240.9 mm - Dày 18 mm - Nặng 1.79 Kg,4," Laptop  Dell  i5 1135G7 2.4GHz DDR4 2 khe (1 khe 8GB + 1 khe rời) 256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card tích hợp Intel Iris Xe 15.6"" Full HD (1920 x 1080)"
220042001806, Laptop,24490000, Laptop , HP ,Ryzen 5,5600H,3.3GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050 4GB,"16.1""",Full HD (1920 x 1080),3x SuperSpeed USB A,HDMI,Vỏ nhựa,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,0," Laptop  HP  Ryzen 5 5600H 3.3GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card rời RTX 3050 4GB 16.1"" Full HD (1920 x 1080)"
220042001773, Laptop,24290000, Laptop , Lenovo ,i5,1135G7,2.4GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242))",Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),2 x USB 3.2,HDMI,Vỏ kim loại,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,0," Laptop  Lenovo  i5 1135G7 2.4GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242)) Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001798, Laptop,24290000, Laptop , Dell ,Ryzen 7,5700U,1.8GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Radeon,"15.6""",Full HD (1920 x 1080),2 x USB 3.1,HDMI,Vỏ nhựa,Dài 356.06 mm - Rộng 228.9 mm - Dày 17.99 mm - Nặng 1.75 kg,Dài 356.06 mm - Rộng 228.9 mm - Dày 17.99 mm - Nặng 1.75 kg,0," Laptop  Dell  Ryzen 7 5700U 1.8GHz 8 GB 512 GB SSD NVMe PCIe Card tích hợp Radeon 15.6"" Full HD (1920 x 1080)"
220042001667, Laptop,23990000, Laptop , Lenovo ,i5,1135G7,2.4GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),1 x USB 3.2,1 x USB 3.2 (Always on),Vỏ kim loại,Dài 320.6 mm - Rộng 208.18 mm - Dày 14.9 mm - Nặng 1.36 kg,Dài 320.6 mm - Rộng 208.18 mm - Dày 14.9 mm - Nặng 1.36 kg,4," Laptop  Lenovo  i5 1135G7 2.4GHz 8 GB 512 GB SSD NVMe PCIe Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001840, Laptop,23990000, Laptop , Asus ,i5,1135G7,2.4GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),1 x USB 3.2,2 x Thunderbolt 4 USB-C,Vỏ kim loại nguyên khối,Dài 319 mm - Rộng 208 mm - Dày 13.9 mm - Nặng 1.17 kg,Dài 319 mm - Rộng 208 mm - Dày 13.9 mm - Nặng 1.17 kg,0," Laptop  Asus  i5 1135G7 2.4GHz 8 GB 512 GB SSD NVMe PCIe Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001735, Laptop,23990000, Laptop , Acer ,i5,11400H,2.7GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,GTX 1650 4GB,"15.6""",Full HD (1920 x 1080),3 x USB 3.2,HDMI,Vỏ nhựa,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,3.7," Laptop  Acer  i5 11400H 2.7GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card rời GTX 1650 4GB 15.6"" Full HD (1920 x 1080)"
220042001847, Laptop,23990000, Laptop , Asus ,Ryzen 7,4800H,2.9GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,GTX 1650 4GB,"15.6""",Full HD (1920 x 1080),3x Type-A USB 3.2 Gen 1,HDMI,Vỏ nhựa - nắp lưng bằng kim loại,Dài 354 mm - Rộng 259 mm - Dày 20.6 mm - Nặng 2.1 kg,Dài 354 mm - Rộng 259 mm - Dày 20.6 mm - Nặng 2.1 kg,0," Laptop  Asus  Ryzen 7 4800H 2.9GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card rời GTX 1650 4GB 15.6"" Full HD (1920 x 1080)"
220042001804, Laptop,23990000, Laptop , Asus ,i5,1135G7,2.4GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),1 x USB 3.2,2 x Thunderbolt 4 USB-C,Vỏ kim loại nguyên khối,Dài 319 mm - Rộng 208 mm - Dày 13.9 mm - Nặng 1.17 kg,Dài 319 mm - Rộng 208 mm - Dày 13.9 mm - Nặng 1.17 kg,0," Laptop  Asus  i5 1135G7 2.4GHz 8 GB 512 GB SSD NVMe PCIe Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001794, Laptop,23890000, Laptop , Surface ,i5,1135G7,2.4GHz,8 GB,"128 GB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp,Intel Iris Xe,"12.3""",2K,1 x Surface Connect,1 x USB A,Kim loại Magie,Dài 292 mm - Rộng 201 mm - Dày 8.5 mm - Nặng 0.77 kg,Dài 292 mm - Rộng 201 mm - Dày 8.5 mm - Nặng 0.77 kg,0," Laptop  Surface  i5 1135G7 2.4GHz 8 GB 128 GB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card tích hợp Intel Iris Xe 12.3"" 2K"
220042001799, Laptop,23690000, Laptop , Dell ,i5,11320H,3.2GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),2 x USB 3.2,HDMI,Vỏ nhựa - nắp lưng bằng kim loại,Dài 321.2 mm - Rộng 212.8 mm - Dày 17.9 mm - Nặng 1.44 kg,Dài 321.2 mm - Rộng 212.8 mm - Dày 17.9 mm - Nặng 1.44 kg,0," Laptop  Dell  i5 11320H 3.2GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001751, Laptop,23290000, Laptop , Acer ,i5,1135G7,2.4GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp,Intel Iris Xe,"15.6""",Full HD (1920 x 1080),3 x USB 3.2,HDMI,Dài 363 mm - Rộng 255 mm - Dày 19.9 mm - Nặng 1.8 kg,2021,2021,0," Laptop  Acer  i5 1135G7 2.4GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card tích hợp Intel Iris Xe 15.6"" Full HD (1920 x 1080)"
220042001758, Laptop,23290000, Laptop , Dell ,i5,11320H,3.2GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp,Intel Iris Xe,"15.6""",Full HD (1920 x 1080),2 x USB 3.2,HDMI,Vỏ nhựa - nắp lưng bằng kim loại,Dài 356 mm - Rộng 228 mm - Dày 17.9 mm - Nặng 1.75 kg,Dài 356 mm - Rộng 228 mm - Dày 17.9 mm - Nặng 1.75 kg,5," Laptop  Dell  i5 11320H 3.2GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card tích hợp Intel Iris Xe 15.6"" Full HD (1920 x 1080)"
220042001748, Laptop,23090000, Laptop , Dell ,i5,11320H,3.2GHz,8 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp,Intel Iris Xe,"15.6""",Full HD (1920 x 1080),2 x USB 3.2,HDMI,Vỏ nhựa - nắp lưng bằng kim loại,Dài 356 mm - Rộng 228 mm - Dày 17.9 mm - Nặng 1.75 kg,Dài 356 mm - Rộng 228 mm - Dày 17.9 mm - Nặng 1.75 kg,0," Laptop  Dell  i5 11320H 3.2GHz 8 GB 256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card tích hợp Intel Iris Xe 15.6"" Full HD (1920 x 1080)"
220042001671, Laptop,22990000, Laptop , MSI ,i5,1155G7,2.5GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,MX450 2GB,"14""",Full HD (1920 x 1080),2 x USB 3.2,HDMI,Vỏ kim loại,Dài 319 mm - Rộng 219 mm - Dày 16.9 mm - Nặng 1.3 Kg,Dài 319 mm - Rộng 219 mm - Dày 16.9 mm - Nặng 1.3 Kg,0," Laptop  MSI  i5 1155G7 2.5GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB) Card rời MX450 2GB 14"" Full HD (1920 x 1080)"
220042001631, Laptop,22990000, Laptop , HP ,i7,1165G7,2.8GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"15.6""",Full HD (1920 x 1080),2 x USB 3.1,HDMI,Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm - Nặng 1.685 kg,2021,2021,0," Laptop  HP  i7 1165G7 2.8GHz 8 GB 512 GB SSD NVMe PCIe Card tích hợp Intel Iris Xe 15.6"" Full HD (1920 x 1080)"
220042001780, Laptop,22990000, Laptop , Asus ,Ryzen 7,5800H,3.2GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card tích hợp,Radeon,"14""",2.8K (2880 x 1800) - 16:10,1 x USB 3.2,2 x USB 2.0,Vỏ nhựa - nắp lưng bằng kim loại,Dài 317.4 mm - Rộng 228.5 mm - Dày 19.3 mm - Nặng 1.4 kg,Dài 317.4 mm - Rộng 228.5 mm - Dày 19.3 mm - Nặng 1.4 kg,3," Laptop  Asus  Ryzen 7 5800H 3.2GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB) Card tích hợp Radeon 14"" 2.8K (2880 x 1800) - 16:10"
220042001803, Laptop,22990000, Laptop , MSI ,i7,10750H,2.6GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,GTX 1650 Max-Q 4GB,"15.6""",Full HD (1920 x 1080),3x Type-A USB 3.2 Gen 1,HDMI,Vỏ nhựa - nắp lưng bằng kim loại,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,0," Laptop  MSI  i7 10750H 2.6GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB) Card rời GTX 1650 Max-Q 4GB 15.6"" Full HD (1920 x 1080)"
220042001781, Laptop,22990000, Laptop , Asus ,Ryzen 7,5800H,3.2GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Radeon,"14""",2.8K (2880 x 1800) - 16:10,1 x USB 3.2,2 x USB 2.0,Vỏ nhựa - nắp lưng bằng kim loại,Dài 317.4 mm - Rộng 228.5 mm - Dày 19.3 mm - Nặng 1.4 kg,Dài 317.4 mm - Rộng 228.5 mm - Dày 19.3 mm - Nặng 1.4 kg,5," Laptop  Asus  Ryzen 7 5800H 3.2GHz 8 GB 512 GB SSD NVMe PCIe Card tích hợp Radeon 14"" 2.8K (2880 x 1800) - 16:10"
220042001783, Laptop,22990000, Laptop , Dell ,i5,1135G7,2.4GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB (2280) / 1TB (2230))",Card rời,MX350 2GB,"15.6""",Full HD (1920 x 1080),2 x USB 3.2,HDMI,Dài 358.5 mm - Rộng 235.5 mm - Dày 18.9 mm - Nặng 1.69 kg,2021,2021,0," Laptop  Dell  i5 1135G7 2.4GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB (2280) / 1TB (2230)) Card rời MX350 2GB 15.6"" Full HD (1920 x 1080)"
220042001745, Laptop,22990000, Laptop , Dell ,i5,1135G7,2.4GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,MX350 2GB,"15.6""",Full HD (1920 x 1080),2 x USB 3.2,HDMI,Dài 359 mm - Rộng 235.5 mm - Dày 19 mm - Nặng 1.73 kg,2021,2021,0," Laptop  Dell  i5 1135G7 2.4GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB) Card rời MX350 2GB 15.6"" Full HD (1920 x 1080)"
220042001836, Laptop,22490000, Laptop , HP ,i7,1165G7,2.8GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),1x SuperSpeed USB Type-C,2x SuperSpeed USB A,Dài 325 mm - Rộng 216.6 mm - Dày 17 mm - Nặng 1.41 kg,2021,2021,0," Laptop  HP  i7 1165G7 2.8GHz 8 GB 512 GB SSD NVMe PCIe Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001762, Laptop,22490000, Laptop , MSI ,i7,1195G7,2.9GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),2 x USB 3.2,HDMI,Vỏ kim loại,Dài 319 mm - Rộng 219 mm - Dày 16.9 mm - Nặng 1.3 kg,Dài 319 mm - Rộng 219 mm - Dày 16.9 mm - Nặng 1.3 kg,0," Laptop  MSI  i7 1195G7 2.9GHz 8 GB 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB) Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
